date,high,low,open,close,volume,adj close,lag_1,lag_2,lag_3,lag_4,lag_5,upper_band,middle_band,lower_band,ewm_30,ewm_15,dema_15,dema_30,kama_15,kama_30,MIDPOINT_15,MIDPOINT_30,SAR,SMA_5,NEW_SMA_5,SMA_7,SMA_14,SMA_30,trima_15,trima_30,WMA_5,WMA_7,WMA_14,WMA_30,roll_var_5,roll_var_7,roll_var_14,roll_var_30,5 Day STD,7 Day STD,14 Day STD,30 Day STD,ADX_5,ADX_10,ADX_30,ADXR_10,APO,aroondown,aroonup,aroon_osc,BOP,CCI_30,CMO_10,DX_10,macd,macdsignal,macdhist,MINUS_DI_10,MINUS_DM_10,MOM_10,PLUS_DI_10,PLUS_DM_10,PPO,roc_5,roc_10,roc_30,rsi_5,rsi_10,rsi_30,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,TRIX_10,ULTOSC,WILLR,HT_DCPERIOD,HT_DCTREND,percent_change,short_result,future,Next_day,Next_30,Next_5
2015-10-26,285.29998779296875,280.510009765625,283.62799072265625,285.29998779296875,32108800.0,285.29998779296875,283.67999267578125,281.65399169921875,276.4960021972656,274.02301025390625,266.2720031738281,285.13890106566015,253.35733337402343,221.57576568238667,258.58832706456076,268.4608545390283,281.53728589667173,274.83639769850515,272.1323654554797,267.3879456528055,265.30399322509766,259.0284957885742,220.92599487304688,280.2305969238281,280.2305969238281,276.6982857840402,267.9495729718889,253.35733337402343,266.44292640686035,251.1779296239217,282.21312662760414,279.9110674176897,273.6263337634859,261.8082477856708,23.026109390152516,52.591182206408405,132.7008095183831,261.2244943805298,4.798552843321882,7.251977813424998,11.519583738937058,16.162440854664553,91.17183022881409,79.19972397880626,51.137680630924436,72.55470146724453,19.903469848632824,0.0,90.0,90.0,0.3490615323844595,146.9819811812811,60.42217041728315,88.12740022145395,15.546053479030434,13.922771628921152,1.6232818501092812,3.2124175911295523,2.123362214958096,22.430999755859375,50.90239552561401,33.645757515583824,7.855888591647735,7.146070331216436,8.53314798499274,21.746177456450845,85.3380859863136,80.21108520864158,71.14192976484176,87.27225227577115,91.26539194008642,82.58716352741361,87.27225227577115,100.0,100.00000000000004,0.7451270839804014,58.75247489001324,-26.31755096352046,29.25102733325373,0,-9.18813578897889,-9.0,314.1659851074219,293.7879943847656,328.20599365234375,314.1659851074219
2015-10-27,296.2120056152344,285.00799560546875,285.1809997558594,293.7879943847656,46331800.0,293.7879943847656,285.29998779296875,283.67999267578125,281.65399169921875,276.4960021972656,274.02301025390625,289.37525597408876,255.3916997273763,221.40814348066388,260.89880234756885,271.62766559213327,285.8405905236538,278.2115227759758,276.81888762172576,271.99599482240507,271.6479949951172,264.9239959716797,220.92599487304688,284.18359375,284.18359375,280.1732831682478,271.112430027553,255.3916997273763,269.11420726776123,253.01527976989746,286.7322591145833,284.1834945678711,277.0714566185361,264.4166775282993,39.810602917807074,78.4544681476584,147.12242019406386,298.6764039241755,6.309564400004732,8.857452689552364,12.129403126043089,17.282256910605614,91.5307120448189,80.39305151022077,51.923123716721264,73.92171560275065,20.18390146891278,10.0,100.0,90.0,0.7682066172204624,164.62471235444661,68.41120773356919,91.13299929295134,16.902926766797407,14.916156674879904,1.9867700919175029,2.7032851722023117,1.9110259934622864,23.147979736328125,58.270774975405196,41.193199586291065,7.903115680916234,7.212892126301873,8.553051464469297,26.220904036544468,90.68819060996944,84.2056038667846,73.6933796955021,85.61000136513935,87.97022701406702,94.87621607621878,85.61000136513935,100.0,100.00000000000004,0.7882969072039892,59.77605373303134,-6.84072639333617,28.97963981998731,0,-9.723414608575265,-10.0,325.4309997558594,304.6180114746094,352.6839904785156,325.4309997558594
2015-10-28,306.33099365234375,293.7030029296875,293.7030029296875,304.6180114746094,50808100.0,304.6180114746094,293.7879943847656,285.29998779296875,283.67999267578125,281.65399169921875,276.4960021972656,295.3064285510485,257.57423350016273,219.84203844927697,263.7652738513611,275.752505730358,291.79777156944897,282.58237410518416,283.2774195209021,277.9714601015906,278.30350494384766,270.33900451660156,220.92599487304688,289.80799560546876,289.80799560546876,285.65128435407365,274.87164524623324,257.57423350016273,271.95736289024353,255.0299591700236,293.5437316894531,290.2946766444615,281.53886747814363,267.592568608766,89.8848235935959,110.82774773852888,190.12815592845863,368.20307155811724,9.480760707537971,10.52747584839447,13.788696672581445,19.18861828163032,92.25899447460715,81.65048516437324,52.767452427988594,75.24374776264585,22.298868306477914,0.0,100.0,100.0,0.8643503772408493,183.95195487904402,75.43963577667355,92.96738805174542,19.013580446075252,16.281964598611687,2.7316158474635657,2.2555945053019735,1.7199233941160577,42.975006103515625,61.89111291715964,47.192867664771335,8.657258920451694,10.170855655728484,16.425054452559618,27.37955426127825,94.11381110620985,87.71981788833678,76.44251082172418,91.43594797467695,88.1060672051958,96.84446432039839,91.43594797467695,100.0,100.00000000000004,0.8524917461583792,67.20443357592197,-3.774750977127286,29.44752783881993,0,-15.662432857381493,-16.0,361.1889953613281,313.8550109863281,358.0419921875,361.1889953613281
2015-10-29,318.1700134277344,301.822998046875,304.3240051269531,313.8550109863281,64495900.0,313.8550109863281,304.6180114746094,293.7879943847656,285.29998779296875,283.67999267578125,281.65399169921875,302.1157617351483,260.14650065104166,218.17723956693504,267.0459895001422,280.51637684271486,298.72397631671316,287.6525806179295,290.814282510038,285.8202189610422,284.08750915527344,274.95750427246094,220.92599487304688,296.2481994628906,296.2481994628906,291.34157017299106,279.1241455078125,260.14650065104166,275.2820653915405,257.25922196706136,301.5594034830729,297.34560830252514,286.7366495768229,271.2235865110992,165.98233369319317,183.0907424871143,255.06356858247216,455.5393644687708,12.883413122817771,13.531102781632926,15.970709708164886,21.343368161299445,93.14523185371417,82.93122385875913,53.666137273199396,76.69570053425542,24.768401082356775,0.0,100.0,100.0,0.5830425699932233,197.90881680974738,79.71651532007522,94.45787210823214,21.489551909347824,18.017827035523734,3.4717248738240905,1.8216672440940602,1.5479310547044518,50.417999267578125,63.917243140847305,54.31260067368483,9.520943399342856,11.432829015786572,19.13854053332691,32.60340267126642,95.77204919935298,89.85825766003761,78.43126082246717,95.00136599985338,90.68243844655653,93.28341760294288,95.00136599985338,100.0,100.00000000000004,0.937312325362849,67.08189244180754,-7.8535947828588855,30.522334561943886,0,-22.200845015359516,-22.0,403.4169921875,328.0150146484375,357.3810119628906,403.4169921875
2015-10-30,334.16900634765625,313.94000244140625,313.9429931640625,328.0150146484375,78305000.0,328.0150146484375,313.8550109863281,304.6180114746094,293.7879943847656,285.29998779296875,283.67999267578125,310.7577993458271,263.2116678873698,215.6655364289125,271.0353511949053,286.454860528978,307.5820251013568,293.9668926243244,300.7575985054898,296.1363114669002,294.8290100097656,282.6540069580078,220.92599487304688,305.1152038574219,305.1152038574219,298.70142909458707,283.7774331229074,263.2116678873698,279.10611152648926,259.7317889531453,312.1483418782552,306.5139694213867,293.25543212890625,275.6022003173828,280.49530632468486,307.320405445648,395.29001028441286,584.6468836202334,16.747994098538634,17.530556335885294,19.88190157616753,24.17947236025289,94.0838550178452,84.21768047539567,54.62408041267083,78.06935392454864,27.558434041341116,0.0,100.0,100.0,0.695635907214753,221.1182899500341,84.35649613689881,95.79579002512459,24.79357094383795,20.276408338295138,4.517162605542811,1.4393410961877908,1.3931379492340066,58.552001953125,67.03207706748016,64.88033352623822,10.470065503757823,15.628533247787724,21.72914247764719,38.95408711381483,97.25427016820446,92.1782480684494,80.97788934063213,93.91426098151476,93.45052498534834,91.61490102120288,93.91426098151476,100.0,100.00000000000004,1.0508960640077891,72.93002780759767,-8.750163804677133,32.13243982826578,1,-20.300166927478493,-20.0,411.56298828125,314.1659851074219,371.29400634765625,411.56298828125
2015-10-31,332.7770080566406,309.2510070800781,328.5119934082031,314.1659851074219,48598100.0,314.1659851074219,328.0150146484375,313.8550109863281,304.6180114746094,293.7879943847656,285.29998779296875,315.69466023036756,265.7655675252279,215.8364748200882,273.85491656897557,289.91934016389604,311.4373678650972,297.9051291909766,302.5276029727108,298.89797435947577,294.8290100097656,282.6540069580078,220.92599487304688,310.8884033203125,310.8884033203125,303.3459995814732,286.8864310128348,265.7655675252279,283.1722512245178,262.34201005299883,315.16526896158854,310.38010842459545,297.3072390601749,278.8895756219023,161.15147966538171,273.57592642423714,442.6400239173491,644.719215092709,12.694545272099418,16.540130786189,21.039011952022584,25.391321649191656,90.37325063682775,83.94845506884494,55.31607958639465,78.73496169223195,29.79393259684241,0.0,90.0,90.0,-0.6097937475677779,176.85086382024187,47.65151598458805,81.52542640988838,25.407100276934557,21.98663898450828,3.4204612924262783,5.371458430081965,5.942819515638731,47.89398193359375,52.77828347202069,58.392300173614395,11.210606729185944,10.117770259212232,17.986863569102884,32.253131116107255,68.07677571025998,73.82575799229403,72.33660680469455,85.88109162606929,91.59890620247911,72.744956254062,85.88109162606929,0.0,66.6666666666667,1.129533221786727,60.40894406816376,-29.401508429856754,33.61477630661045,1,-18.684423629357482,-19.0,386.35400390625,325.4309997558594,377.3210144042969,386.35400390625
2015-11-01,327.47198486328125,311.8810119628906,315.0050048828125,325.4309997558594,37001100.0,325.4309997558594,314.1659851074219,328.0150146484375,313.8550109863281,304.6180114746094,293.7879943847656,321.8538415156621,268.70350087483723,215.55316023401238,277.2236980916925,294.3589581193957,317.0719871212249,302.82594306614067,305.7183307064049,303.4306598910689,294.8290100097656,283.1370086669922,220.92599487304688,317.2170043945313,317.2170043945313,309.31042916434154,291.4427163260324,268.70350087483723,287.62889099121094,265.075026957194,320.01280110677084,315.901358468192,302.44651489257814,282.7389583464592,90.85327155069064,248.9050036483974,485.54901926211795,730.5927698885413,9.531698251135033,15.776723476324145,22.035176860241396,27.029479645167815,87.40476713201379,83.70615220294928,55.98501212099435,79.37899554457024,31.996798197428404,0.0,80.0,80.0,0.6687199663329321,166.88259094373305,55.63475827149792,81.52542640988838,26.900071950740937,23.6244499732525,3.275621977488438,4.644268718757048,5.348537564074858,51.407989501953125,45.63314305590883,52.55307015625296,11.907845671252565,10.770693825443335,18.76046447862869,37.14311031523285,75.53857419041982,77.81737913574895,74.61594336339347,84.14187577090355,87.97907612616251,88.06577003744569,84.14187577090355,21.74975235998666,40.583250786662255,1.1993684427942464,62.622415079343305,-14.412967326473012,35.4907334227669,1,-13.095575427934325,-13.0,374.4700012207031,361.1889953613281,362.4880065917969,374.4700012207031
2015-11-02,365.3599853515625,323.2090148925781,325.9419860839844,361.1889953613281,101918000.0,361.1889953613281,325.4309997558594,314.1659851074219,328.0150146484375,313.8550109863281,304.6180114746094,334.25900921276747,272.78546752929685,211.3119258458262,282.7036501312196,302.71380039619754,329.8973822816455,311.691483303839,320.32182938711003,315.6494937978151,312.31300354003906,299.7239990234375,220.92599487304688,328.531201171875,328.531201171875,320.15171595982144,298.4250008719308,272.78546752929685,293.0928592681885,268.08387292226155,334.6701314290365,328.87100001743863,311.7460187639509,288.7057644423618,374.5398024020784,464.26331033740956,746.9099257236941,977.3266363213688,19.353030832458217,21.546770299453456,27.329652865041922,31.26222379040507,87.90455769681854,84.26582290222966,56.83653707602278,80.40516652648898,36.384130859375034,0.0,100.0,100.0,0.8362087252923719,218.75739504308837,71.15142571070128,89.3028591957531,31.921729262410338,26.390209736305113,5.531519526105225,3.3015935309006186,4.813683807667372,84.6929931640625,58.42692984405288,85.18576362890892,13.33800190637627,18.571122440484466,30.630820153283246,51.29602556251485,87.30888547762834,85.57571285535064,80.02140326587475,85.57561510109493,85.1995274993559,95.91611901177698,85.57561510109493,64.02376361081835,28.591171990268375,1.3286094015576788,69.41383595038674,-4.694101213992285,37.45385803112415,1,-6.5444185289573635,-7.0,386.48199462890625,403.4169921875,359.18701171875,386.48199462890625
2015-11-03,417.8999938964844,357.6470031738281,361.87298583984375,403.4169921875,206162000.0,403.4169921875,361.1889953613281,325.4309997558594,314.1659851074219,328.0150146484375,313.8550109863281,354.2782347451422,278.2907338460287,202.30323294691516,290.5760530822008,315.3031333739888,350.1029436618466,324.929016089765,345.3456900950078,337.6135635858139,334.84449768066406,321.8999938964844,220.92599487304688,346.4435974121094,346.4435974121094,335.81300136021207,307.9931422642299,278.2907338460287,300.03276538848877,271.58049793243407,359.63206176757814,349.68731907435824,325.74495093936014,297.13360474289107,1321.5951629865071,1217.7848748769363,1431.7430692178168,1493.3017998860507,36.35375032904456,34.896774562657455,37.83838090111437,38.64326331828163,89.32311152015657,85.1903966276694,57.8220451205891,81.69907828975741,43.05516459147134,0.0,100.0,100.0,0.6894928508840795,278.4324511638351,80.22612422695197,93.51156015662724,40.3442674276389,31.04156230008304,9.302705127555857,2.262637571391885,4.332315426900635,121.76300048828125,67.48101809963755,129.20719581093988,15.471289322659478,28.53610044960324,43.23141303756606,69.3186774226231,92.57960943930337,90.11306211347599,84.1458459006743,91.5270221568539,87.08150434295077,90.59917742133891,91.5270221568539,88.7471076327859,58.173541201197004,1.5587170073826817,71.02277741312395,-10.541526589878488,37.866597120624064,1,8.04808654983933,8.0,373.3680114746094,411.56298828125,361.0459899902344,373.3680114746094
2015-11-04,495.56201171875,380.5480041503906,403.66400146484375,411.56298828125,263900000.0,411.56298828125,403.4169921875,361.1889953613281,325.4309997558594,314.1659851074219,328.0150146484375,372.4301333133931,283.996733601888,195.56333389038292,298.460782809093,327.3368146101032,368.3150764362491,337.85746198841724,365.390069403629,356.4374885941224,338.91749572753906,326.9334945678711,220.92599487304688,363.1531921386719,363.1531921386719,351.09085518973217,318.3710697719029,283.996733601888,308.33867168426514,275.564297803243,381.338525390625,368.62481580461775,339.5542637416295,305.7318147064537,1947.8125692016552,1739.62544173049,2006.9923189120768,2022.534358069346,44.13402960530179,41.70881731397439,44.799467841840226,44.972595634111954,90.94065824607722,86.2772066877163,58.904967776092036,82.73846533326127,50.13746439615886,10.0,100.0,90.0,0.06867847650392872,294.0168929352436,81.47512941177918,96.0584972281384,47.273139085011564,36.452087895059215,10.82105118995235,1.356964270844028,3.8990838842105715,127.88299560546875,67.4982084582686,193.94849405211153,17.65423980771642,25.470777221084905,45.08001935533981,71.21135679527528,93.25507238884808,90.73756470588958,84.77314889680154,83.30092308594796,86.8011867812989,63.38747282472787,83.30092308594796,100.0,84.25695708120145,1.8227999677942197,54.18703060132921,-39.05986583459442,37.30014650276413,1,8.232853228355319,8.0,380.2569885253906,386.35400390625,363.1830139160156,380.2569885253906
